Kmed	MSS	Kmed_sq	MSS_sq
57	n.a.	57	n.a.
13	n.a.	57	n.a.
13	n.a.	35	n.a.
57	n.a.	57	n.a.
35	n.a.	35	n.a.
57	n.a.	57	n.a.
13	n.a.	57	n.a.
35	n.a.	35	n.a.
13	n.a.	57	n.a.
57	n.a.	57	n.a.
13	n.a.	57	n.a.
13	n.a.	35	n.a.
13	n.a.	35	n.a.
13	n.a.	57	n.a.
13	n.a.	57	n.a.
35	n.a.	35	n.a.
35	n.a.	35	n.a.
35	n.a.	35	n.a.
13	n.a.	57	n.a.
57	n.a.	57	n.a.
57	n.a.	57	n.a.
35	n.a.	35	n.a.
13	n.a.	35	n.a.
35	n.a.	35	n.a.
35	n.a.	35	n.a.
35	n.a.	35	n.a.
13	n.a.	35	n.a.
13	n.a.	35	n.a.
35	n.a.	35	n.a.
13	n.a.	57	n.a.
35	n.a.	35	n.a.
13	n.a.	35	n.a.
35	n.a.	35	n.a.
35	n.a.	35	n.a.
35	n.a.	35	n.a.
35	n.a.	35	n.a.
35	n.a.	35	n.a.
35	n.a.	35	n.a.
13	n.a.	98	n.a.
57	n.a.	57	n.a.
57	n.a.	57	n.a.
13	n.a.	35	n.a.
57	n.a.	57	n.a.
126	n.a.	121	n.a.
57	n.a.	57	n.a.
35	n.a.	35	n.a.
57	n.a.	57	n.a.
57	n.a.	57	n.a.
13	n.a.	57	n.a.
57	n.a.	57	n.a.
13	n.a.	57	n.a.
13	n.a.	35	n.a.
57	n.a.	57	n.a.
35	n.a.	35	n.a.
57	n.a.	57	n.a.
57	n.a.	57	n.a.
57	n.a.	57	n.a.
13	n.a.	35	n.a.
57	n.a.	57	n.a.
98	n.a.	98	n.a.
92	n.a.	89	n.a.
164	n.a.	164	n.a.
98	n.a.	98	n.a.
98	n.a.	98	n.a.
92	n.a.	89	n.a.
35	n.a.	35	n.a.
98	n.a.	98	n.a.
98	n.a.	98	n.a.
164	n.a.	164	n.a.
98	n.a.	79	n.a.
92	n.a.	164	n.a.
35	n.a.	35	n.a.
126	n.a.	89	n.a.
35	n.a.	35	n.a.
126	n.a.	121	n.a.
98	n.a.	98	n.a.
98	n.a.	98	n.a.
164	n.a.	164	n.a.
98	n.a.	79	n.a.
126	n.a.	121	n.a.
98	n.a.	98	n.a.
98	n.a.	98	n.a.
92	n.a.	89	n.a.
149	n.a.	149	n.a.
126	n.a.	121	n.a.
98	n.a.	98	n.a.
92	n.a.	89	n.a.
92	n.a.	89	n.a.
92	n.a.	89	n.a.
92	n.a.	89	n.a.
92	n.a.	89	n.a.
92	n.a.	89	n.a.
92	n.a.	89	n.a.
98	n.a.	98	n.a.
98	n.a.	98	n.a.
57	n.a.	79	n.a.
35	n.a.	35	n.a.
98	n.a.	98	n.a.
98	n.a.	98	n.a.
98	n.a.	98	n.a.
98	n.a.	98	n.a.
98	n.a.	98	n.a.
126	n.a.	121	n.a.
126	n.a.	98	n.a.
126	n.a.	98	n.a.
92	n.a.	89	n.a.
126	n.a.	89	n.a.
92	n.a.	89	n.a.
126	n.a.	98	n.a.
126	n.a.	121	n.a.
126	n.a.	121	n.a.
126	n.a.	121	n.a.
92	n.a.	89	n.a.
92	n.a.	89	n.a.
126	n.a.	89	n.a.
98	n.a.	98	n.a.
126	n.a.	98	n.a.
126	n.a.	89	n.a.
164	n.a.	164	n.a.
126	n.a.	89	n.a.
126	n.a.	121	n.a.
35	n.a.	121	n.a.
126	n.a.	89	n.a.
126	n.a.	121	n.a.
126	n.a.	121	n.a.
126	n.a.	121	n.a.
126	n.a.	121	n.a.
92	n.a.	89	n.a.
126	n.a.	89	n.a.
126	n.a.	89	n.a.
164	n.a.	164	n.a.
164	n.a.	164	n.a.
164	n.a.	164	n.a.
164	n.a.	164	n.a.
149	n.a.	149	n.a.
149	n.a.	149	n.a.
164	n.a.	164	n.a.
149	n.a.	149	n.a.
164	n.a.	164	n.a.
164	n.a.	164	n.a.
164	n.a.	164	n.a.
164	n.a.	164	n.a.
164	n.a.	164	n.a.
164	n.a.	164	n.a.
164	n.a.	164	n.a.
164	n.a.	164	n.a.
164	n.a.	164	n.a.
149	n.a.	149	n.a.
149	n.a.	149	n.a.
149	n.a.	149	n.a.
149	n.a.	149	n.a.
149	n.a.	149	n.a.
149	n.a.	149	n.a.
149	n.a.	149	n.a.
149	n.a.	149	n.a.
149	n.a.	149	n.a.
149	n.a.	149	n.a.
149	n.a.	149	n.a.
149	n.a.	149	n.a.
149	n.a.	149	n.a.
149	n.a.	149	n.a.
164	n.a.	164	n.a.
164	n.a.	164	n.a.
164	n.a.	164	n.a.
149	n.a.	149	n.a.
149	n.a.	149	n.a.
149	n.a.	149	n.a.
149	n.a.	149	n.a.
149	n.a.	149	n.a.
149	n.a.	149	n.a.
164	n.a.	164	n.a.
149	n.a.	149	n.a.
149	n.a.	149	n.a.
149	n.a.	149	n.a.
149	n.a.	149	n.a.
149	n.a.	149	n.a.
149	n.a.	149	n.a.
149	n.a.	149	n.a.
