Kmed	MSS	Kmed_sq	MSS_sq
15	51	15	51
18	61	18	61
31	51	21	51
15	62	15	62
52	60	52	60
18	61	18	61
18	61	18	61
31	61	15	61
15	62	21	62
18	61	18	61
15	51	52	51
52	60	52	60
15	62	15	62
18	61	18	61
15	62	15	62
15	60	52	60
15	62	21	62
18	61	18	61
52	60	52	60
31	61	18	61
15	51	21	51
52	60	52	60
18	61	18	61
52	60	52	60
15	60	15	60
18	61	18	61
18	61	18	61
18	61	18	61
31	51	21	51
52	60	52	60
31	51	21	51
18	61	18	61
18	61	18	61
15	62	15	62
15	62	15	62
52	60	52	60
15	62	21	62
15	62	15	62
15	62	21	62
18	61	18	61
15	62	15	62
18	61	18	61
31	51	52	51
15	62	15	62
15	62	21	62
52	60	52	60
15	62	15	62
31	51	21	51
18	61	18	61
15	62	15	62
15	51	21	51
52	60	52	60
15	62	15	62
15	62	15	62
18	61	18	61
52	60	52	60
18	61	18	61
18	61	18	61
15	62	15	62
15	60	15	60
18	61	18	61
15	62	15	62
