Kmed	MSS	Kmed_sq	MSS_sq
57	n.a.	57	n.a.
82	n.a.	82	n.a.
35	n.a.	35	n.a.
57	n.a.	57	n.a.
35	n.a.	35	n.a.
57	n.a.	57	n.a.
57	n.a.	57	n.a.
35	n.a.	35	n.a.
57	n.a.	57	n.a.
57	n.a.	57	n.a.
57	n.a.	57	n.a.
35	n.a.	35	n.a.
35	n.a.	35	n.a.
57	n.a.	57	n.a.
57	n.a.	57	n.a.
35	n.a.	35	n.a.
35	n.a.	35	n.a.
35	n.a.	35	n.a.
57	n.a.	57	n.a.
57	n.a.	57	n.a.
57	n.a.	57	n.a.
35	n.a.	35	n.a.
35	n.a.	35	n.a.
35	n.a.	35	n.a.
35	n.a.	35	n.a.
35	n.a.	35	n.a.
35	n.a.	35	n.a.
82	n.a.	82	n.a.
35	n.a.	35	n.a.
57	n.a.	57	n.a.
35	n.a.	35	n.a.
35	n.a.	35	n.a.
35	n.a.	35	n.a.
35	n.a.	35	n.a.
35	n.a.	35	n.a.
35	n.a.	35	n.a.
35	n.a.	35	n.a.
35	n.a.	35	n.a.
82	n.a.	82	n.a.
57	n.a.	57	n.a.
57	n.a.	57	n.a.
82	n.a.	82	n.a.
57	n.a.	57	n.a.
82	n.a.	82	n.a.
57	n.a.	57	n.a.
35	n.a.	35	n.a.
57	n.a.	57	n.a.
57	n.a.	57	n.a.
57	n.a.	57	n.a.
57	n.a.	57	n.a.
57	n.a.	57	n.a.
35	n.a.	35	n.a.
57	n.a.	57	n.a.
35	n.a.	35	n.a.
57	n.a.	57	n.a.
57	n.a.	57	n.a.
57	n.a.	57	n.a.
35	n.a.	35	n.a.
57	n.a.	57	n.a.
82	n.a.	82	n.a.
89	n.a.	89	n.a.
89	n.a.	89	n.a.
82	n.a.	82	n.a.
82	n.a.	82	n.a.
89	n.a.	89	n.a.
82	n.a.	82	n.a.
82	n.a.	82	n.a.
82	n.a.	82	n.a.
35	n.a.	35	n.a.
82	n.a.	82	n.a.
89	n.a.	89	n.a.
82	n.a.	82	n.a.
82	n.a.	82	n.a.
35	n.a.	35	n.a.
82	n.a.	82	n.a.
82	n.a.	82	n.a.
82	n.a.	82	n.a.
89	n.a.	89	n.a.
82	n.a.	82	n.a.
82	n.a.	82	n.a.
82	n.a.	82	n.a.
82	n.a.	82	n.a.
89	n.a.	89	n.a.
149	n.a.	175	n.a.
82	n.a.	82	n.a.
82	n.a.	82	n.a.
89	n.a.	89	n.a.
89	n.a.	89	n.a.
89	n.a.	89	n.a.
89	n.a.	89	n.a.
89	n.a.	89	n.a.
89	n.a.	89	n.a.
89	n.a.	89	n.a.
82	n.a.	82	n.a.
82	n.a.	82	n.a.
57	n.a.	57	n.a.
35	n.a.	35	n.a.
82	n.a.	82	n.a.
82	n.a.	82	n.a.
82	n.a.	82	n.a.
82	n.a.	82	n.a.
82	n.a.	82	n.a.
89	n.a.	89	n.a.
89	n.a.	89	n.a.
82	n.a.	82	n.a.
89	n.a.	89	n.a.
82	n.a.	82	n.a.
89	n.a.	89	n.a.
82	n.a.	82	n.a.
82	n.a.	82	n.a.
82	n.a.	82	n.a.
82	n.a.	82	n.a.
89	n.a.	89	n.a.
89	n.a.	89	n.a.
89	n.a.	89	n.a.
89	n.a.	89	n.a.
82	n.a.	82	n.a.
82	n.a.	82	n.a.
149	n.a.	89	n.a.
89	n.a.	89	n.a.
82	n.a.	82	n.a.
35	n.a.	35	n.a.
89	n.a.	89	n.a.
82	n.a.	82	n.a.
82	n.a.	82	n.a.
82	n.a.	82	n.a.
82	n.a.	82	n.a.
89	n.a.	89	n.a.
89	n.a.	89	n.a.
89	n.a.	89	n.a.
35	n.a.	175	n.a.
149	n.a.	175	n.a.
149	n.a.	175	n.a.
149	n.a.	175	n.a.
149	n.a.	89	n.a.
149	n.a.	175	n.a.
149	n.a.	175	n.a.
149	n.a.	175	n.a.
149	n.a.	175	n.a.
149	n.a.	175	n.a.
149	n.a.	175	n.a.
149	n.a.	175	n.a.
149	n.a.	175	n.a.
149	n.a.	175	n.a.
149	n.a.	175	n.a.
149	n.a.	175	n.a.
149	n.a.	175	n.a.
149	n.a.	175	n.a.
149	n.a.	175	n.a.
149	n.a.	175	n.a.
149	n.a.	175	n.a.
149	n.a.	175	n.a.
149	n.a.	175	n.a.
149	n.a.	175	n.a.
149	n.a.	175	n.a.
149	n.a.	175	n.a.
149	n.a.	175	n.a.
149	n.a.	175	n.a.
149	n.a.	175	n.a.
149	n.a.	175	n.a.
149	n.a.	175	n.a.
149	n.a.	175	n.a.
149	n.a.	175	n.a.
149	n.a.	175	n.a.
149	n.a.	175	n.a.
149	n.a.	175	n.a.
149	n.a.	175	n.a.
149	n.a.	175	n.a.
149	n.a.	175	n.a.
149	n.a.	175	n.a.
149	n.a.	175	n.a.
149	n.a.	175	n.a.
149	n.a.	175	n.a.
149	n.a.	175	n.a.
149	n.a.	175	n.a.
149	n.a.	175	n.a.
149	n.a.	175	n.a.
149	n.a.	175	n.a.
