Kmed	MSS	Kmed_sq	MSS_sq
4	30	4	n.a.
4	30	4	n.a.
4	30	4	n.a.
4	58	4	n.a.
31	30	31	n.a.
4	30	4	n.a.
13	30	13	n.a.
59	30	59	n.a.
13	58	13	n.a.
13	58	13	n.a.
13	56	13	n.a.
13	58	13	n.a.
13	58	13	n.a.
13	58	13	n.a.
13	58	13	n.a.
13	56	13	n.a.
4	56	4	n.a.
13	58	13	n.a.
13	58	13	n.a.
4	56	4	n.a.
4	58	4	n.a.
4	58	4	n.a.
4	58	4	n.a.
13	58	13	n.a.
13	58	13	n.a.
4	58	4	n.a.
4	58	4	n.a.
4	58	4	n.a.
73	99	73	n.a.
4	30	13	n.a.
31	99	31	n.a.
31	99	31	n.a.
13	58	13	n.a.
13	56	13	n.a.
13	56	13	n.a.
13	56	13	n.a.
13	56	13	n.a.
4	56	13	n.a.
13	56	13	n.a.
13	56	13	n.a.
13	58	13	n.a.
13	58	13	n.a.
4	58	4	n.a.
4	58	13	n.a.
13	58	13	n.a.
4	58	13	n.a.
13	58	13	n.a.
13	58	13	n.a.
59	58	13	n.a.
59	99	59	n.a.
59	105	59	n.a.
59	105	59	n.a.
59	105	59	n.a.
4	58	73	n.a.
13	58	13	n.a.
13	56	13	n.a.
13	58	13	n.a.
59	58	13	n.a.
59	105	59	n.a.
85	103	85	n.a.
85	103	85	n.a.
73	103	73	n.a.
85	103	85	n.a.
85	103	85	n.a.
59	105	59	n.a.
59	105	59	n.a.
85	103	73	n.a.
31	105	31	n.a.
59	105	59	n.a.
59	105	59	n.a.
73	99	73	n.a.
73	99	73	n.a.
73	99	73	n.a.
73	103	73	n.a.
73	99	73	n.a.
85	99	73	n.a.
73	99	73	n.a.
59	99	31	n.a.
73	99	73	n.a.
31	99	73	n.a.
73	99	73	n.a.
85	103	85	n.a.
31	99	31	n.a.
31	99	85	n.a.
85	103	85	n.a.
73	105	59	n.a.
31	103	73	n.a.
85	99	73	n.a.
73	99	73	n.a.
73	103	73	n.a.
73	99	73	n.a.
73	99	73	n.a.
73	99	73	n.a.
31	103	31	n.a.
85	103	85	n.a.
73	103	73	n.a.
85	103	85	n.a.
85	103	85	n.a.
73	99	73	n.a.
85	103	85	n.a.
85	103	85	n.a.
85	103	85	n.a.
85	103	13	n.a.
31	105	31	n.a.
59	105	31	n.a.
