Kmed	MSS	Kmed_sq	MSS_sq	
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
127	150	127	150
