Kmed	MSS	Kmed_sq	MSS_sq	
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
8	50	8	50
148	149	140	149
148	149	140	149
148	149	140	149
95	150	95	150
148	150	95	150
95	150	95	150
148	149	140	149
95	150	95	150
148	149	140	150
95	150	95	150
95	150	95	150
95	150	95	150
95	150	95	150
95	150	95	150
95	150	95	150
148	149	140	149
95	150	95	150
95	150	95	150
95	150	95	150
95	150	95	150
148	149	140	149
95	150	95	150
95	150	95	150
95	150	95	150
95	150	95	150
148	149	140	149
148	149	140	149
148	149	140	149
95	150	95	150
95	150	95	150
95	150	95	150
95	150	95	150
95	150	95	150
95	150	95	150
95	150	95	150
148	149	140	149
148	149	140	149
95	150	95	150
95	150	95	150
95	150	95	150
95	150	95	150
95	150	95	150
95	150	95	150
95	150	95	150
95	150	95	150
95	150	95	150
95	150	95	150
95	150	95	150
95	150	95	150
95	150	95	150
148	149	140	149
95	150	95	150
148	149	140	149
148	149	140	149
148	149	140	149
148	149	140	149
95	150	95	150
148	149	140	149
148	149	140	149
148	149	140	149
148	149	140	149
148	149	140	149
148	149	140	149
95	150	95	150
148	150	140	150
148	149	140	149
148	149	140	149
148	149	140	149
148	149	140	149
95	150	95	150
148	149	140	149
95	150	95	150
148	149	140	149
148	150	95	150
148	149	140	149
148	149	140	149
148	150	95	150
148	149	140	149
148	149	140	149
148	149	140	149
148	149	140	149
148	149	140	149
148	149	140	149
148	150	95	150
95	150	95	150
148	149	140	149
148	149	140	149
148	149	140	149
148	150	95	150
148	149	140	149
148	149	140	149
148	149	140	149
95	150	95	150
148	149	140	149
148	149	140	149
148	149	140	149
148	150	95	150
148	149	140	149
148	149	140	149
148	150	95	150
