Kmed	MSS	Kmed_sq	MSS_sq
4	30	4	30
4	30	4	30
4	30	59	30
4	58	4	58
59	30	4	30
4	30	4	30
13	30	13	30
59	30	59	30
13	58	13	58
13	58	13	58
13	58	13	58
13	58	13	58
13	58	13	58
13	58	13	58
13	58	59	58
13	58	13	58
4	58	4	58
13	58	4	58
13	58	13	30
4	58	4	58
4	58	4	58
4	58	4	58
4	58	4	58
13	58	13	58
13	58	13	58
4	58	4	30
4	58	4	58
4	58	4	58
85	103	85	103
4	30	13	30
59	103	85	103
85	103	59	103
13	58	13	58
13	58	13	58
13	58	13	58
13	58	13	58
13	58	13	58
4	58	13	58
13	58	13	58
13	58	13	58
13	58	13	58
13	58	13	58
13	58	13	58
13	58	13	58
13	58	13	58
4	58	13	58
13	58	13	58
13	58	13	58
4	58	4	58
59	105	59	105
59	105	59	105
59	105	59	105
59	105	59	105
13	58	13	58
13	58	13	58
13	58	13	58
4	58	13	58
13	58	59	58
59	105	59	105
85	103	85	103
85	103	85	103
85	103	85	103
85	103	85	103
85	103	85	103
59	105	59	105
59	105	59	105
85	103	85	103
59	105	85	105
59	105	59	105
59	105	59	105
59	103	85	103
59	103	85	103
85	103	85	103
85	103	85	103
85	103	85	103
85	103	85	103
85	103	85	103
59	105	59	105
85	103	85	103
85	103	85	103
85	103	85	103
85	103	85	103
85	103	85	103
85	103	85	103
85	103	85	103
59	105	59	105
85	103	85	103
85	103	85	103
85	103	85	103
85	103	85	103
85	103	85	103
85	103	85	103
85	103	85	103
85	103	85	103
85	103	85	103
85	103	85	103
85	103	85	103
85	103	85	103
85	103	85	103
85	103	85	103
85	103	85	103
85	103	85	103
13	103	13	103
59	105	59	105
59	105	59	105
