Kmed	MSS	Kmed_sq	MSS_sq
13	58	31	58
13	58	13	58
13	105	31	105
13	58	13	58
13	105	31	105
13	58	31	58
13	58	13	58
13	105	31	105
13	58	13	58
13	58	13	58
13	58	13	58
13	58	13	58
13	58	13	58
13	58	13	58
13	58	13	58
13	58	13	58
13	58	13	58
13	58	13	58
13	58	13	58
13	58	31	58
13	58	13	58
13	58	13	58
13	58	13	58
13	58	13	58
13	58	13	58
13	58	13	58
13	58	13	58
13	58	13	58
67	105	31	105
13	58	31	58
67	105	31	105
67	105	31	105
13	58	13	58
13	58	13	58
13	58	13	58
13	58	13	58
13	58	13	58
13	58	13	58
13	58	13	58
13	58	13	58
13	58	13	58
13	58	13	58
13	58	13	58
13	58	13	58
13	58	13	58
13	58	13	58
13	58	13	58
13	58	13	58
13	58	13	58
67	105	31	105
13	58	13	58
67	58	31	58
67	58	31	58
13	58	31	58
13	58	13	58
13	58	13	58
13	58	13	58
13	58	13	58
13	105	31	105
67	105	31	105
67	105	31	105
67	105	31	105
67	105	31	105
67	105	31	105
67	105	31	105
67	105	31	105
67	105	31	105
67	105	31	105
67	105	31	105
67	105	31	105
67	105	31	105
67	105	31	105
67	105	31	105
67	105	31	105
67	105	31	105
67	105	31	105
67	105	31	105
67	105	31	105
67	105	31	105
67	105	31	105
67	105	31	105
67	105	31	105
67	105	31	105
67	105	31	105
67	105	31	105
67	105	31	105
67	105	31	105
67	105	31	105
67	105	31	105
67	105	31	105
67	105	31	105
67	105	31	105
67	105	31	105
67	105	31	105
67	105	31	105
67	105	31	105
67	105	31	105
67	105	31	105
67	105	31	105
67	105	31	105
67	105	31	105
67	105	31	105
67	105	13	105
67	105	31	105
67	105	31	105
