Kmed	MSS	Kmed_sq	MSS_sq
15	48	15	51
18	32	18	32
3	48	3	51
15	60	15	60
52	56	52	56
58	61	14	61
18	61	14	61
31	32	31	32
60	60	60	60
18	61	14	61
3	48	3	51
52	56	52	56
15	62	15	62
18	61	14	61
15	59	15	62
60	60	60	60
15	59	15	59
18	32	18	32
52	56	52	56
31	32	31	32
15	59	15	59
52	56	52	56
18	32	18	32
52	56	52	56
52	56	52	56
18	32	18	32
18	32	18	32
18	32	18	32
31	48	31	51
52	56	52	56
31	48	31	51
18	32	18	32
18	61	14	61
15	62	15	62
15	62	15	62
52	56	52	56
60	60	60	60
15	62	15	62
15	59	15	59
58	61	60	61
15	60	15	60
58	61	14	61
31	48	31	51
15	62	15	62
3	59	3	59
52	56	60	56
15	62	15	62
31	48	31	51
58	61	14	61
15	62	15	62
52	59	15	51
52	56	52	56
15	59	15	59
3	62	3	62
58	61	14	61
52	56	52	56
18	61	14	61
58	61	14	61
15	59	15	59
60	60	60	60
58	61	14	61
3	62	3	62
