Kmed	MSS	Kmed_sq	MSS_sq
2	n.a.	1	n.a.
2	n.a.	1	n.a.
16	n.a.	8	n.a.
6	n.a.	8	n.a.
6	n.a.	1	n.a.
6	n.a.	1	n.a.
16	n.a.	8	n.a.
16	n.a.	8	n.a.
16	n.a.	8	n.a.
6	n.a.	1	n.a.
6	n.a.	49	n.a.
6	n.a.	1	n.a.
18	n.a.	44	n.a.
16	n.a.	44	n.a.
16	n.a.	44	n.a.
16	n.a.	8	n.a.
18	n.a.	1	n.a.
18	n.a.	1	n.a.
18	n.a.	44	n.a.
2	n.a.	1	n.a.
18	n.a.	1	n.a.
16	n.a.	8	n.a.
16	n.a.	8	n.a.
2	n.a.	1	n.a.
6	n.a.	1	n.a.
2	n.a.	1	n.a.
2	n.a.	44	n.a.
18	n.a.	49	n.a.
6	n.a.	8	n.a.
2	n.a.	44	n.a.
2	n.a.	8	n.a.
16	n.a.	44	n.a.
16	n.a.	8	n.a.
2	n.a.	1	n.a.
18	n.a.	44	n.a.
2	n.a.	1	n.a.
2	n.a.	44	n.a.
2	n.a.	1	n.a.
16	n.a.	44	n.a.
16	n.a.	8	n.a.
6	n.a.	8	n.a.
2	n.a.	1	n.a.
2	n.a.	44	n.a.
16	n.a.	44	n.a.
2	n.a.	49	n.a.
2	n.a.	1	n.a.
16	n.a.	8	n.a.
16	n.a.	8	n.a.
6	n.a.	49	n.a.
6	n.a.	49	n.a.
16	n.a.	8	n.a.
16	n.a.	8	n.a.
6	n.a.	8	n.a.
6	n.a.	49	n.a.
16	n.a.	44	n.a.
2	n.a.	8	n.a.
16	n.a.	1	n.a.
2	n.a.	49	n.a.
18	n.a.	8	n.a.
16	n.a.	49	n.a.
16	n.a.	8	n.a.
18	n.a.	44	n.a.
18	n.a.	44	n.a.
6	n.a.	1	n.a.
16	n.a.	1	n.a.
18	n.a.	1	n.a.
16	n.a.	49	n.a.
16	n.a.	8	n.a.
16	n.a.	8	n.a.
6	n.a.	49	n.a.
2	n.a.	44	n.a.
16	n.a.	44	n.a.
6	n.a.	1	n.a.
16	n.a.	8	n.a.
6	n.a.	8	n.a.
6	n.a.	49	n.a.
2	n.a.	49	n.a.
6	n.a.	8	n.a.
16	n.a.	8	n.a.
2	n.a.	44	n.a.
2	n.a.	49	n.a.
6	n.a.	1	n.a.
6	n.a.	8	n.a.
16	n.a.	8	n.a.
6	n.a.	49	n.a.
18	n.a.	44	n.a.
2	n.a.	49	n.a.
18	n.a.	49	n.a.
2	n.a.	8	n.a.
2	n.a.	1	n.a.
6	n.a.	1	n.a.
16	n.a.	49	n.a.
16	n.a.	49	n.a.
2	n.a.	1	n.a.
2	n.a.	1	n.a.
18	n.a.	44	n.a.
18	n.a.	49	n.a.
6	n.a.	49	n.a.
6	n.a.	49	n.a.
16	n.a.	44	n.a.
16	n.a.	8	n.a.
2	n.a.	1	n.a.
6	n.a.	8	n.a.
2	n.a.	1	n.a.
6	n.a.	1	n.a.
2	n.a.	1	n.a.
16	n.a.	8	n.a.
6	n.a.	8	n.a.
6	n.a.	8	n.a.
2	n.a.	1	n.a.
16	n.a.	8	n.a.
16	n.a.	8	n.a.
16	n.a.	49	n.a.
18	n.a.	1	n.a.
16	n.a.	8	n.a.
