Kmed	MSS	Kmed_sq	MSS_sq
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
36	n.a.	36	178
36	n.a.	36	125
164	n.a.	164	178
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	178
164	n.a.	164	178
36	n.a.	36	125
164	n.a.	164	178
36	n.a.	36	125
36	n.a.	36	178
36	n.a.	36	125
36	n.a.	36	125
164	n.a.	164	178
36	n.a.	36	125
164	n.a.	164	178
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	178
164	n.a.	164	178
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	178
36	n.a.	36	178
164	n.a.	164	178
36	n.a.	36	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
164	n.a.	164	178
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	125
164	n.a.	164	178
36	n.a.	36	178
36	n.a.	36	178
36	n.a.	36	125
164	n.a.	164	178
36	n.a.	36	178
164	n.a.	164	178
36	n.a.	36	178
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	178
164	n.a.	164	178
36	n.a.	36	178
36	n.a.	36	178
36	n.a.	36	125
36	n.a.	36	178
36	n.a.	36	178
164	n.a.	164	178
164	n.a.	164	178
36	n.a.	36	125
36	n.a.	36	125
36	n.a.	36	178
36	n.a.	36	178
36	n.a.	36	125
36	n.a.	36	178
36	n.a.	36	178
36	n.a.	36	178
36	n.a.	36	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
36	n.a.	36	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
164	n.a.	164	178
