Kmed	MSS	Kmed_sq	MSS_sq
25	114	25	114
25	114	25	114
7	115	7	115
25	115	7	115
25	115	25	115
25	115	25	115
7	115	7	115
7	115	7	115
25	115	25	115
7	115	7	115
25	115	7	115
25	115	25	115
7	114	7	114
25	115	25	115
7	114	7	114
7	115	7	115
7	115	7	115
25	114	7	114
7	114	25	114
7	114	7	114
25	114	25	114
7	115	7	115
7	115	7	115
25	115	25	115
25	115	25	115
25	114	25	114
7	114	7	114
7	114	25	114
25	115	25	115
7	114	7	114
7	114	7	114
7	114	7	114
7	115	7	115
25	114	25	114
7	114	7	114
7	114	7	114
7	114	7	114
25	114	25	114
25	115	7	115
7	115	7	115
7	115	7	115
25	115	7	115
7	114	7	114
7	114	7	114
25	114	25	114
25	114	25	114
7	115	25	115
7	115	7	115
25	114	25	114
25	115	25	115
25	115	25	115
25	115	25	115
25	115	25	115
25	115	25	115
7	114	7	114
7	114	7	114
25	114	7	114
25	114	7	114
7	114	7	114
25	114	25	114
7	115	7	115
7	114	7	114
25	114	25	114
7	114	7	114
7	115	7	115
25	114	25	114
25	114	25	114
25	115	25	115
25	115	7	115
25	115	25	115
25	114	25	114
7	114	7	114
7	115	7	115
25	115	25	115
7	115	7	115
25	114	25	114
25	114	25	114
7	115	7	115
25	115	7	115
7	114	7	114
25	114	25	114
25	115	25	115
7	115	7	115
25	115	25	115
25	115	25	115
7	114	7	114
25	114	25	114
25	114	25	114
25	115	7	115
25	114	25	114
25	115	25	115
25	114	25	114
25	114	7	114
25	115	7	115
7	114	7	114
25	114	25	114
25	114	25	114
25	115	25	115
25	115	25	115
7	114	7	114
7	115	7	115
7	114	7	114
7	115	7	115
25	114	25	114
25	115	25	115
25	114	25	114
7	114	7	114
25	115	25	115
7	115	7	115
25	114	25	114
25	115	25	115
7	115	7	115
25	114	25	114
25	114	25	114
7	115	25	115
