Kmed	MSS	Kmed_sq	MSS_sq
48	51	15	51
2	32	18	32
48	51	21	51
15	62	15	62
46	60	52	60
18	61	14	61
18	61	18	61
18	32	18	32
46	62	21	62
18	61	14	61
48	51	15	51
46	60	52	60
15	62	15	62
18	61	14	61
15	62	15	62
46	60	15	60
15	62	15	62
18	32	18	32
46	60	52	60
2	32	14	32
48	51	21	51
46	60	52	60
18	32	18	32
46	60	52	60
15	60	15	60
18	32	18	32
2	32	18	32
2	32	18	32
48	51	21	51
46	60	52	60
48	51	21	51
18	32	18	32
18	61	14	61
15	62	15	62
15	62	15	62
46	60	52	60
2	62	21	62
15	62	15	62
15	62	15	62
2	61	18	61
15	62	15	62
2	61	14	61
48	51	15	51
15	62	15	62
15	62	21	62
46	60	52	60
15	62	15	62
48	51	21	51
18	61	14	61
15	62	15	62
15	51	15	51
46	60	52	60
15	62	15	62
15	62	15	62
2	61	14	61
46	60	52	60
18	61	18	61
18	61	14	61
15	62	21	62
46	60	15	60
18	61	14	61
15	62	15	62
