Kmed	MSS	Kmed_sq	MSS_sq
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
36	96	36	122
107	130	107	130
107	130	107	130
107	178	107	178
107	130	107	130
36	130	36	130
107	130	107	130
36	130	36	130
107	130	107	130
107	130	107	130
107	130	107	130
36	130	36	130
107	130	107	130
36	130	36	130
107	130	107	130
36	96	36	122
36	130	36	130
107	130	107	130
107	130	107	130
107	130	107	130
107	130	107	130
36	130	36	130
107	130	107	130
107	130	107	130
107	130	107	130
149	178	175	178
107	130	107	130
107	130	107	130
107	130	107	130
107	130	107	130
107	130	107	130
107	130	107	130
107	130	107	130
107	130	107	130
107	130	107	130
107	130	107	130
107	130	107	130
36	96	36	122
36	130	175	130
107	130	107	130
36	130	36	130
107	130	107	130
107	130	107	130
107	130	107	130
107	130	107	130
107	130	107	130
107	130	107	130
107	130	107	130
107	130	107	130
107	130	107	130
107	130	107	130
36	130	36	130
36	130	36	130
107	130	107	130
107	130	107	130
107	130	107	130
107	130	107	130
107	130	107	130
107	130	107	130
107	130	107	130
107	178	107	178
107	130	107	130
36	130	36	130
36	130	36	122
107	130	175	130
107	130	107	130
36	130	36	130
107	130	107	130
107	130	107	130
107	130	107	130
107	130	107	130
107	130	107	130
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
149	178	175	178
