Kmed	MSS	Kmed_sq	MSS_sq
15	48	15	51
18	32	18	32
3	48	3	51
60	60	60	60
52	56	52	56
58	58	58	58
18	58	18	58
31	32	31	32
60	60	60	60
18	58	18	58
3	48	3	51
52	56	52	56
15	62	15	62
18	58	18	58
15	59	15	62
60	60	60	60
15	59	15	59
18	32	18	32
52	56	52	56
31	32	31	32
31	59	52	59
52	56	52	56
18	32	18	32
52	56	52	56
52	56	52	56
18	32	18	32
18	32	18	32
18	32	18	32
31	48	31	51
52	56	52	56
31	48	31	51
18	32	18	32
33	61	33	61
15	62	15	62
15	62	15	62
52	56	52	56
60	60	60	60
15	62	15	62
15	59	15	59
58	58	58	58
15	60	15	60
58	58	58	58
3	48	31	51
15	62	15	62
3	59	3	59
52	56	60	56
15	62	15	62
31	48	31	51
58	58	58	58
15	62	15	62
52	59	52	51
52	56	52	56
15	59	15	59
3	62	3	62
58	58	58	58
52	56	52	56
58	58	18	58
58	58	58	58
15	59	15	59
60	60	60	60
33	61	33	61
3	62	3	62
